gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5867887689	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321423943	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Toxicodendron	Toxicodendron radicans		SPECIES	Toxicodendron radicans (L.) Kuntze	Toxicodendron radicans		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.251797	-73.589469	13.0						2025-10-15T14:38	15	10	2025	3190628	3190628	HUMAN_OBSERVATION	iNaturalist	Observations	321423943		Devon Cummings	2025-10-17T15:28:35	CC_BY_NC_4_0	Devon Cummings	Devon Cummings			2026-05-19T13:48:57.396Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867883929	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240232	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Sassafras	Sassafras albidum		SPECIES	Sassafras albidum (Nutt.) Nees	Sassafras albidum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.247281	-73.583183							2025-10-15T11:52	15	10	2025	3034002	3034002	HUMAN_OBSERVATION	iNaturalist	Observations	321240232		Daniel Atha	2025-10-16T15:16:05	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:03:38.031Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867881147	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235882	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum	Polystichum acrostichoides		SPECIES	Polystichum acrostichoides (Michx.) Schott	Polystichum acrostichoides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.251309	-73.585563							2025-10-15T10:56	15	10	2025	2651098	2651098	HUMAN_OBSERVATION	iNaturalist	Observations	321235882		Daniel Atha	2025-10-16T14:48:03	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:48:18.872Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867871782	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231853	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia vulgaris		SPECIES	Artemisia vulgaris L.	Artemisia vulgaris		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256953	-73.585303							2025-10-15T09:50	15	10	2025	3120946	3120946	HUMAN_OBSERVATION	iNaturalist	Observations	321231853		Daniel Atha	2025-10-16T14:23:22	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:08:47.759Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867869171	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231956	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Liriodendron	Liriodendron tulipifera		SPECIES	Liriodendron tulipifera L.	Liriodendron tulipifera		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.253459	-73.586161							2025-10-15T10:30	15	10	2025	3152861	3152861	HUMAN_OBSERVATION	iNaturalist	Observations	321231956		Daniel Atha	2025-10-16T14:23:40	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:26.291Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867869123	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321151252	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	Berberis thunbergii		SPECIES	Berberis thunbergii DC.	Berberis thunbergii		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.247735	-73.583864							2025-10-15T11:47:01	15	10	2025	3033896	3033896	HUMAN_OBSERVATION	iNaturalist	Observations	321151252		Patricia Butter	2025-10-16T01:39:08	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T14:03:55.667Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867867365	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321331028	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris intermedia		SPECIES	Dryopteris intermedia (Muhl. ex Willd.) A.Gray	Dryopteris intermedia		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.254774	-73.589379							2025-10-15T15:09:18	15	10	2025	5275143	5275143	HUMAN_OBSERVATION	iNaturalist	Observations	321331028		Patricia Butter	2025-10-17T00:52:49	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T13:47:11.605Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867866621	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231870	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Ostrya	Ostrya virginiana		SPECIES	Ostrya virginiana (Mill.) K.Koch	Ostrya virginiana		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256592	-73.585183							2025-10-15T09:53	15	10	2025	5332289	5332289	HUMAN_OBSERVATION	iNaturalist	Observations	321231870		Daniel Atha	2025-10-16T14:23:25	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:49:22.415Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867862916	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240342	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer rubrum		SPECIES	Acer rubrum L.	Acer rubrum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.246564	-73.583433							2025-10-15T12:02	15	10	2025	3189883	3189883	HUMAN_OBSERVATION	iNaturalist	Observations	321240342		Daniel Atha	2025-10-16T15:16:17	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:56:38.283Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867861356	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321333211	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Ostrya	Ostrya virginiana		SPECIES	Ostrya virginiana (Mill.) K.Koch	Ostrya virginiana		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248603	-73.583822	16.0						2025-10-15T11:38	15	10	2025	5332289	5332289	HUMAN_OBSERVATION	iNaturalist	Observations	321333211		Devon Cummings	2025-10-17T01:11:25	CC_BY_NC_4_0	Devon Cummings	Devon Cummings			2026-05-19T13:59:28.397Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867858397	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231922	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris marginalis		SPECIES	Dryopteris marginalis (L.) A.Gray	Dryopteris marginalis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.254952	-73.586671							2025-10-15T10:16	15	10	2025	5275091	5275091	HUMAN_OBSERVATION	iNaturalist	Observations	321231922		Daniel Atha	2025-10-16T14:23:33	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:59:21.032Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867856053	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235922	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum	Polystichum acrostichoides		SPECIES	Polystichum acrostichoides (Michx.) Schott	Polystichum acrostichoides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.250734	-73.585567							2025-10-15T11:03	15	10	2025	2651098	2651098	HUMAN_OBSERVATION	iNaturalist	Observations	321235922		Daniel Atha	2025-10-16T14:48:10	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:18.198Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867855310	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235920	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum	Polystichum acrostichoides		SPECIES	Polystichum acrostichoides (Michx.) Schott	Polystichum acrostichoides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.250734	-73.585567							2025-10-15T11:03	15	10	2025	2651098	2651098	HUMAN_OBSERVATION	iNaturalist	Observations	321235920		Daniel Atha	2025-10-16T14:48:09	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:46:59.681Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867855306	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231825	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis	Pedicularis canadensis		SPECIES	Pedicularis canadensis L.	Pedicularis canadensis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257472	-73.586225							2025-10-15T09:39	15	10	2025	3171674	3171674	HUMAN_OBSERVATION	iNaturalist	Observations	321231825		Daniel Atha	2025-10-16T14:23:16	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:46:57.913Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867854409	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231811	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago bicolor		SPECIES	Solidago bicolor L.	Solidago bicolor		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257387	-73.586582							2025-10-15T09:31	15	10	2025	5388960	5388960	HUMAN_OBSERVATION	iNaturalist	Observations	321231811		Daniel Atha	2025-10-16T14:23:14	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:46:51.633Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867849246	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235927	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum	Polystichum acrostichoides		SPECIES	Polystichum acrostichoides (Michx.) Schott	Polystichum acrostichoides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.250515	-73.585469							2025-10-15T11:04	15	10	2025	2651098	2651098	HUMAN_OBSERVATION	iNaturalist	Observations	321235927		Daniel Atha	2025-10-16T14:48:11	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:48:53.350Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867848527	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240295	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Parthenocissus	Parthenocissus quinquefolia		SPECIES	Parthenocissus quinquefolia (L.) Planch.	Parthenocissus quinquefolia		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.246562	-73.583183							2025-10-15T11:58	15	10	2025	3039194	3039194	HUMAN_OBSERVATION	iNaturalist	Observations	321240295		Daniel Atha	2025-10-16T15:16:11	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:20.024Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867843224	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321332022	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantum	Adiantum pedatum		SPECIES	Adiantum pedatum L.	Adiantum pedatum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248981	-73.583594	2.0						2025-10-15T11:32	15	10	2025	2651832	2651832	HUMAN_OBSERVATION	iNaturalist	Observations	321332022		Devon Cummings	2025-10-17T01:01:34	CC_BY_NC_4_0	Devon Cummings	Devon Cummings			2026-05-19T14:14:47.896Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867843162	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240213	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Sassafras	Sassafras albidum		SPECIES	Sassafras albidum (Nutt.) Nees	Sassafras albidum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.247281	-73.583183							2025-10-15T11:51	15	10	2025	3034002	3034002	HUMAN_OBSERVATION	iNaturalist	Observations	321240213		Daniel Atha	2025-10-16T15:16:02	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:49:26.359Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867835838	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235999	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Amauropelta	Amauropelta noveboracensis		SPECIES	Amauropelta noveboracensis (L.) S.E.Fawc. & A.R.Sm.	Amauropelta noveboracensis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248863	-73.583465							2025-10-15T11:31	15	10	2025	11588763	11588763	HUMAN_OBSERVATION	iNaturalist	Observations	321235999		Daniel Atha	2025-10-16T14:48:23	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:47:00.663Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867830252	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321331585	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar styraciflua		SPECIES	Liquidambar styraciflua L.	Liquidambar styraciflua		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.253606	-73.585931	301.0						2025-10-15T10:45	15	10	2025	3152824	3152824	HUMAN_OBSERVATION	iNaturalist	Observations	321331585		Devon Cummings	2025-10-17T00:57:48	CC_BY_NC_4_0	Devon Cummings	Devon Cummings			2026-05-19T14:25:15.652Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867825466	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240221	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Sassafras	Sassafras albidum		SPECIES	Sassafras albidum (Nutt.) Nees	Sassafras albidum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.247281	-73.583183							2025-10-15T11:51	15	10	2025	3034002	3034002	HUMAN_OBSERVATION	iNaturalist	Observations	321240221		Daniel Atha	2025-10-16T15:16:04	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:46:57.938Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867824131	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235862	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Phegopteris	Phegopteris hexagonoptera		SPECIES	Phegopteris hexagonoptera (Michx.) Fée	Phegopteris hexagonoptera		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.251863	-73.585372							2025-10-15T10:51	15	10	2025	2651335	2651335	HUMAN_OBSERVATION	iNaturalist	Observations	321235862		Daniel Atha	2025-10-16T14:47:59	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:50:06.654Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867818416	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235891	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus phoenicolasius		SPECIES	Rubus phoenicolasius Maxim.	Rubus phoenicolasius		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.251238	-73.585516							2025-10-15T10:58	15	10	2025	2995149	2995149	HUMAN_OBSERVATION	iNaturalist	Observations	321235891		Daniel Atha	2025-10-16T14:48:05	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:09:56.134Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867815319	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240394	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Hedeoma	Hedeoma pulegioides		SPECIES	Hedeoma pulegioides (L.) Pers.	Hedeoma pulegioides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.249458	-73.587276							2025-10-15T13:27	15	10	2025	2926704	2926704	HUMAN_OBSERVATION	iNaturalist	Observations	321240394		Daniel Atha	2025-10-16T15:16:25	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:08:13.996Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867811836	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240258	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Liriodendron	Liriodendron tulipifera		SPECIES	Liriodendron tulipifera L.	Liriodendron tulipifera		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.246973	-73.583104							2025-10-15T11:55	15	10	2025	3152861	3152861	HUMAN_OBSERVATION	iNaturalist	Observations	321240258		Daniel Atha	2025-10-16T15:16:08	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:25.493Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867811780	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321150979	Plantae	Tracheophyta	Liliopsida	Liliales	Colchicaceae	Uvularia	Uvularia perfoliata		SPECIES	Uvularia perfoliata L.	Uvularia perfoliata		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.2485	-73.583871							2025-10-15T11:39:58	15	10	2025	2740329	2740329	HUMAN_OBSERVATION	iNaturalist	Observations	321150979		Patricia Butter	2025-10-16T01:37:07	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T13:59:56.227Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867804502	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231886	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	Viburnum acerifolium		SPECIES	Viburnum acerifolium L.	Viburnum acerifolium		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256317	-73.585584							2025-10-15T10:01	15	10	2025	2888596	2888596	HUMAN_OBSERVATION	iNaturalist	Observations	321231886		Daniel Atha	2025-10-16T14:23:27	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:56:41.923Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867803494	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231892	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia americana		SPECIES	Tilia americana L.	Tilia americana		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256132	-73.586368							2025-10-15T10:07	15	10	2025	3152042	3152042	HUMAN_OBSERVATION	iNaturalist	Observations	321231892		Daniel Atha	2025-10-16T14:23:28	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:59:07.323Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867800747	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321331347	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium platyneuron		SPECIES	Asplenium platyneuron (L.) Britton, Sterns & Poggenb.	Asplenium platyneuron		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.255611	-73.585722	14.0						2025-10-15T10:27	15	10	2025	2650714	2650714	HUMAN_OBSERVATION	iNaturalist	Observations	321331347		Devon Cummings	2025-10-17T00:55:52	CC_BY_NC_4_0	Devon Cummings	Devon Cummings			2026-05-19T14:14:54.563Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867800686	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235911	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	Berberis thunbergii		SPECIES	Berberis thunbergii DC.	Berberis thunbergii		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.251059	-73.585548							2025-10-15T11:01	15	10	2025	3033896	3033896	HUMAN_OBSERVATION	iNaturalist	Observations	321235911		Daniel Atha	2025-10-16T14:48:08	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:33:46.367Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867800681	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231816	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus strobus		SPECIES	Pinus strobus L.	Pinus strobus		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257466	-73.58636							2025-10-15T09:33	15	10	2025	5284982	5284982	HUMAN_OBSERVATION	iNaturalist	Observations	321231816		Daniel Atha	2025-10-16T14:23:15	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:29.097Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867786254	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235971	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum	Polystichum acrostichoides		SPECIES	Polystichum acrostichoides (Michx.) Schott	Polystichum acrostichoides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.249519	-73.583691							2025-10-15T11:16	15	10	2025	2651098	2651098	HUMAN_OBSERVATION	iNaturalist	Observations	321235971		Daniel Atha	2025-10-16T14:48:18	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:56:38.986Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867785560	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321235970	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Phegopteris	Phegopteris hexagonoptera		SPECIES	Phegopteris hexagonoptera (Michx.) Fée	Phegopteris hexagonoptera		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.2496	-73.584048							2025-10-15T11:15	15	10	2025	2651335	2651335	HUMAN_OBSERVATION	iNaturalist	Observations	321235970		Daniel Atha	2025-10-16T14:48:18	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:08:53.368Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867782821	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231847	Plantae	Tracheophyta	Magnoliopsida	Fagales	Juglandaceae	Carya	Carya cordiformis		SPECIES	Carya cordiformis (Wangenh.) K.Koch	Carya cordiformis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256966	-73.585267							2025-10-15T09:48	15	10	2025	3054299	3054299	HUMAN_OBSERVATION	iNaturalist	Observations	321231847		Daniel Atha	2025-10-16T14:23:21	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:56:54.442Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867782356	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321240182	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Hamamelidaceae	Hamamelis	Hamamelis virginiana		SPECIES	Hamamelis virginiana L.	Hamamelis virginiana		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.247458	-73.583679							2025-10-15T11:47	15	10	2025	3152827	3152827	HUMAN_OBSERVATION	iNaturalist	Observations	321240182		Daniel Atha	2025-10-16T15:15:58	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:56:51.573Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5867776175	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/321231835	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus strobus		SPECIES	Pinus strobus L.	Pinus strobus		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257355	-73.585989							2025-10-15T09:42	15	10	2025	5284982	5284982	HUMAN_OBSERVATION	iNaturalist	Observations	321231835		Daniel Atha	2025-10-16T14:23:19	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:11.301Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
