newcomb_species_name,species_inat,taxon_id,observation_id,photo_id,photo_url,license,annotations,observed_on,place_guess,num_photos_in_obs,total_obs_available,key_flower_type,key_plant_type,key_leaf_type
Gerardia paupercula,Agalinis purpurea,158068,132163634,225025444,https://inaturalist-open-data.s3.amazonaws.com/photos/225025444/original.jpeg,cc-by-nc,[],2022-08-23,"Gensburg-Markham Prairie Nature Preserve, Markham, IL, USA",2,4252,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Gerardia paupercula,Agalinis purpurea,158068,59643041,95313206,https://static.inaturalist.org/photos/95313206/original.jpeg,,"[{'user_id': 19073, 'concatenated_attr_val': '12|13', 'controlled_attribute_id': 12, 'votes': [], 'uuid': '8f4e6caf-e5a9-4f0c-a0fc-d0e566f03a41', 'vote_score': 0, 'controlled_value_id': 13, 'user': {'id': 19073, 'login': 'choess', 'spam': False, 'suspended': False, 'created_at': '2013-07-13T18:27:48+00:00', 'login_autocomplete': 'choess', 'login_exact': 'choess', 'name': 'Chris Hoess', 'name_autocomplete': 'Chris Hoess', 'orcid': 'https://orcid.org/0009-0004-8592-4794', 'icon': 'https://static.inaturalist.org/attachments/users/icons/19073/thumb.jpg?1475537701', 'observations_count': 8764, 'identifications_count': 413452, 'journal_posts_count': 11, 'activity_count': 422227, 'species_count': 2019, 'annotated_observations_count': 460554, 'universal_search_rank': 8764, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/19073/medium.jpg?1475537701'}}, {'user_id': 19073, 'concatenated_attr_val': '12|14', 'controlled_attribute_id': 12, 'votes': [], 'uuid': 'a3c28358-dcb5-4b8c-af42-fe68b8688cea', 'vote_score': 0, 'controlled_value_id': 14, 'user': {'id': 19073, 'login': 'choess', 'spam': False, 'suspended': False, 'created_at': '2013-07-13T18:27:48+00:00', 'login_autocomplete': 'choess', 'login_exact': 'choess', 'name': 'Chris Hoess', 'name_autocomplete': 'Chris Hoess', 'orcid': 'https://orcid.org/0009-0004-8592-4794', 'icon': 'https://static.inaturalist.org/attachments/users/icons/19073/thumb.jpg?1475537701', 'observations_count': 8764, 'identifications_count': 413452, 'journal_posts_count': 11, 'activity_count': 422227, 'species_count': 2019, 'annotated_observations_count': 460554, 'universal_search_rank': 8764, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/19073/medium.jpg?1475537701'}}, {'user_id': 19073, 'concatenated_attr_val': '12|15', 'controlled_attribute_id': 12, 'votes': [], 'uuid': '9c92e215-f620-468a-b813-e75fce8bde70', 'vote_score': 0, 'controlled_value_id': 15, 'user': {'id': 19073, 'login': 'choess', 'spam': False, 'suspended': False, 'created_at': '2013-07-13T18:27:48+00:00', 'login_autocomplete': 'choess', 'login_exact': 'choess', 'name': 'Chris Hoess', 'name_autocomplete': 'Chris Hoess', 'orcid': 'https://orcid.org/0009-0004-8592-4794', 'icon': 'https://static.inaturalist.org/attachments/users/icons/19073/thumb.jpg?1475537701', 'observations_count': 8764, 'identifications_count': 413452, 'journal_posts_count': 11, 'activity_count': 422227, 'species_count': 2019, 'annotated_observations_count': 460554, 'universal_search_rank': 8764, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/19073/medium.jpg?1475537701'}}]",2020-09-12,"Garrison, MD 21117, USA",1,4252,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Convolvulus spithamaeus,Calystegia spithamaea,159727,148139087,255044397,https://inaturalist-open-data.s3.amazonaws.com/photos/255044397/original.jpeg,cc-by-nc,[],2022-06-18,"Northumberland County, ON, Canada",1,1186,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Convolvulus spithamaeus,Calystegia spithamaea,159727,177431512,308591916,https://inaturalist-open-data.s3.amazonaws.com/photos/308591916/original.jpg,cc-by-nc,[],2023-08-08,"Treehaven UWSP, Gleason, WI, US",2,1186,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Convolvulus spithamaeus,Calystegia spithamaea,159727,122660654,207816373,https://inaturalist-open-data.s3.amazonaws.com/photos/207816373/original.jpg,cc-by-nc,"[{'user_id': 175837, 'concatenated_attr_val': '12|13', 'controlled_attribute_id': 12, 'votes': [], 'uuid': '190d149f-759a-4127-926b-c188ff75fdb0', 'vote_score': 0, 'controlled_value_id': 13, 'user': {'id': 175837, 'login': 'tsn', 'spam': False, 'suspended': False, 'created_at': '2016-02-03T23:50:12+00:00', 'login_autocomplete': 'tsn', 'login_exact': 'tsn', 'name': 'Tom Norton', 'name_autocomplete': 'Tom Norton', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/175837/thumb.jpg?1595453055', 'observations_count': 8020, 'identifications_count': 703001, 'journal_posts_count': 0, 'activity_count': 711021, 'species_count': 1076, 'annotated_observations_count': 245793, 'universal_search_rank': 8020, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/175837/medium.jpg?1595453055'}}]",2022-06-20,"Peterson Rd, Deerwood, MN, US",1,1186,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Sericocarpus Aster pilosusoides,Sericocarpus asteroides,168856,186618072,326166295,https://static.inaturalist.org/photos/326166295/original.jpg,,[],2023-10-07,"Pine Grove Church Rd, Eagle Springs, NC, US",3,1057,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Sericocarpus Aster pilosusoides,Sericocarpus asteroides,168856,249046397,445109911,https://inaturalist-open-data.s3.amazonaws.com/photos/445109911/original.jpeg,cc-by-nc,[],2024-10-24,"Baltimore County, MD, USA",2,1057,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Sericocarpus Aster pilosusoides,Sericocarpus asteroides,168856,170634172,296026402,https://inaturalist-open-data.s3.amazonaws.com/photos/296026402/original.jpeg,cc-by-nc,[],2023-07-02,"Ocean County, US-NJ, US",3,1057,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Thaspium barbinode,Thaspium barbinode,169669,71079777,115663401,https://inaturalist-open-data.s3.amazonaws.com/photos/115663401/original.jpeg,cc-by-nc,[],2020-08-30,"Allegany County, MD, USA",1,435,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided
Thaspium barbinode,Thaspium barbinode,169669,164528211,284680516,https://inaturalist-open-data.s3.amazonaws.com/photos/284680516/original.jpeg,cc-by-nc,[],2023-05-29,"Lakeview Heights, KY 40351, USA",1,435,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided
Thaspium barbinode,Thaspium barbinode,169669,154911531,267716887,https://inaturalist-open-data.s3.amazonaws.com/photos/267716887/original.jpeg,cc-by,[],2023-04-13,"Harrogate, TN 37752, USA",1,435,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided
Gaura biennis,Oenothera gaura,204370,86127250,141833835,https://static.inaturalist.org/photos/141833835/original.jpg,,[],2021-07-07,"Tulip Tree Dr, Murfreesboro, TN, US",1,2818,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Gaura biennis,Oenothera gaura,204370,186726926,326381410,https://static.inaturalist.org/photos/326381410/original.jpg,,"[{'uuid': '46a9d4ef-4954-4ad5-b7a8-41c96ff4c84f', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 780510, 'votes': [], 'user': {'id': 780510, 'login': 'margaretchatham', 'spam': False, 'suspended': False, 'created_at': '2018-03-04T14:35:21+00:00', 'login_autocomplete': 'margaretchatham', 'login_exact': 'margaretchatham', 'name': None, 'name_autocomplete': None, 'orcid': None, 'icon': None, 'observations_count': 3985, 'identifications_count': 31273, 'journal_posts_count': 0, 'activity_count': 35258, 'species_count': 922, 'annotated_observations_count': 7407, 'universal_search_rank': 3985, 'roles': [], 'site_id': 1, 'icon_url': None}, 'vote_score': 0}, {'uuid': '9ecd24d6-a52d-4d9a-9218-8f78f7a1dce8', 'controlled_attribute_id': 12, 'controlled_value_id': 15, 'concatenated_attr_val': '12|15', 'user_id': 780510, 'votes': [], 'user': {'id': 780510, 'login': 'margaretchatham', 'spam': False, 'suspended': False, 'created_at': '2018-03-04T14:35:21+00:00', 'login_autocomplete': 'margaretchatham', 'login_exact': 'margaretchatham', 'name': None, 'name_autocomplete': None, 'orcid': None, 'icon': None, 'observations_count': 3985, 'identifications_count': 31273, 'journal_posts_count': 0, 'activity_count': 35258, 'species_count': 922, 'annotated_observations_count': 7407, 'universal_search_rank': 3985, 'roles': [], 'site_id': 1, 'icon_url': None}, 'vote_score': 0}]",2023-10-08,"S Orchard Dr, Purcellville, VA, US",2,2818,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Gaura biennis,Oenothera gaura,204370,184753306,322542553,https://static.inaturalist.org/photos/322542553/original.jpg,,[],2023-09-24,"Santa Rosa Creek, Santa Rosa, CA, US",1,2818,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed
Listera australis,Neottia bifolia,209199,268141474,481948920,https://inaturalist-open-data.s3.amazonaws.com/photos/481948920/original.jpeg,cc-by-nc,"[{'uuid': '46d353ae-e527-4569-8379-69ed9bdb69cb', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 491170, 'votes': [], 'user': {'id': 491170, 'login': 'blazeclaw', 'spam': False, 'suspended': False, 'created_at': '2017-05-25T22:09:03+00:00', 'login_autocomplete': 'blazeclaw', 'login_exact': 'blazeclaw', 'name': 'Jared Shorma', 'name_autocomplete': 'Jared Shorma', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/491170/thumb.jpg?1696472322', 'observations_count': 83988, 'identifications_count': 16464, 'journal_posts_count': 4, 'activity_count': 100456, 'species_count': 11474, 'annotated_observations_count': 211, 'universal_search_rank': 83988, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/491170/medium.jpg?1696472322'}, 'vote_score': 0}, {'uuid': 'bce17297-58d0-424d-be6f-af66d3418d16', 'controlled_attribute_id': 12, 'controlled_value_id': 15, 'concatenated_attr_val': '12|15', 'user_id': 491170, 'votes': [], 'user': {'id': 491170, 'login': 'blazeclaw', 'spam': False, 'suspended': False, 'created_at': '2017-05-25T22:09:03+00:00', 'login_autocomplete': 'blazeclaw', 'login_exact': 'blazeclaw', 'name': 'Jared Shorma', 'name_autocomplete': 'Jared Shorma', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/491170/thumb.jpg?1696472322', 'observations_count': 83988, 'identifications_count': 16464, 'journal_posts_count': 4, 'activity_count': 100456, 'species_count': 11474, 'annotated_observations_count': 211, 'universal_search_rank': 83988, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/491170/medium.jpg?1696472322'}, 'vote_score': 0}, {'uuid': 'd6742cf3-8bb6-40a3-8ddb-394c5836c322', 'controlled_attribute_id': 36, 'controlled_value_id': 38, 'concatenated_attr_val': '36|38', 'user_id': 491170, 'votes': [], 'user': {'id': 491170, 'login': 'blazeclaw', 'spam': False, 'suspended': False, 'created_at': '2017-05-25T22:09:03+00:00', 'login_autocomplete': 'blazeclaw', 'login_exact': 'blazeclaw', 'name': 'Jared Shorma', 'name_autocomplete': 'Jared Shorma', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/491170/thumb.jpg?1696472322', 'observations_count': 83988, 'identifications_count': 16464, 'journal_posts_count': 4, 'activity_count': 100456, 'species_count': 11474, 'annotated_observations_count': 211, 'universal_search_rank': 83988, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/491170/medium.jpg?1696472322'}, 'vote_score': 0}]",2025-03-28,"Limestone County, AL, USA",1,1763,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Listera australis,Neottia bifolia,209199,156138132,269950713,https://inaturalist-open-data.s3.amazonaws.com/photos/269950713/original.jpeg,cc-by-nc,[],2023-04-22,"Massachusetts, US",8,1763,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Listera australis,Neottia bifolia,209199,156138133,269951049,https://inaturalist-open-data.s3.amazonaws.com/photos/269951049/original.jpg,cc-by-nc,[],2023-04-22,"Plymouth County, US-MA, US",15,1763,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Hypericum virginicum,Hypericum fraseri,355624,29686909,46338927,https://inaturalist-open-data.s3.amazonaws.com/photos/46338927/original.jpg,cc-by-nc,[],2019-07-27,"York County, NB, Canada",4,2429,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Hypericum virginicum,Hypericum fraseri,355624,176865188,307537485,https://inaturalist-open-data.s3.amazonaws.com/photos/307537485/original.jpeg,cc-by,"[{'user_id': 434504, 'concatenated_attr_val': '12|14', 'controlled_attribute_id': 12, 'votes': [], 'uuid': 'c1703db2-dcfd-4b4a-bdbd-1468de4b4957', 'vote_score': 0, 'controlled_value_id': 14, 'user': {'id': 434504, 'login': 'danders4', 'spam': False, 'suspended': False, 'created_at': '2017-03-27T15:48:25+00:00', 'login_autocomplete': 'danders4', 'login_exact': 'danders4', 'name': 'Derek S. Anderson', 'name_autocomplete': 'Derek S. Anderson', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/434504/thumb.jpg?1490630647', 'observations_count': 6386, 'identifications_count': 38258, 'journal_posts_count': 0, 'activity_count': 44644, 'species_count': 1530, 'annotated_observations_count': 14536, 'universal_search_rank': 6386, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/434504/medium.jpg?1490630647'}}]",2023-08-05,"Morse Township, MN 55731, USA",1,2429,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Hypericum virginicum,Hypericum fraseri,355624,176632450,307107760,https://static.inaturalist.org/photos/307107760/original.jpg,,[],2023-07-31,"Malberg Lake, Ely, MN, US",3,2429,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Gerardia laevigata,Aureolaria levigata,504522,321684590,581796699,https://inaturalist-open-data.s3.amazonaws.com/photos/581796699/original.jpg,cc-by-nc,[],2025-09-07,"Lawrence Trail, Central, SC, US",1,260,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed
Gerardia laevigata,Aureolaria levigata,504522,240536620,428557969,https://static.inaturalist.org/photos/428557969/original.jpeg,,[],2024-09-08,"Kentucky, US",4,260,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed
Gerardia laevigata,Aureolaria levigata,504522,58907561,94081125,https://inaturalist-open-data.s3.amazonaws.com/photos/94081125/original.jpg,cc-by-nc,"[{'uuid': 'f41e44b1-4d39-4f42-945b-a5dc895be583', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 434305, 'votes': [], 'user': {'id': 434305, 'login': 'alex_abair', 'spam': False, 'suspended': False, 'created_at': '2017-03-27T10:55:16+00:00', 'login_autocomplete': 'alex_abair', 'login_exact': 'alex_abair', 'name': 'Alex Abair', 'name_autocomplete': 'Alex Abair', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/434305/thumb.jpg?1701881809', 'observations_count': 12318, 'identifications_count': 272551, 'journal_posts_count': 5, 'activity_count': 284874, 'species_count': 3998, 'annotated_observations_count': 55771, 'universal_search_rank': 12318, 'roles': ['curator'], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/434305/medium.jpg?1701881809'}, 'vote_score': 0}]",2020-09-07,"Shenandoah National Park, Elkton, VA, US",2,260,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed
Lychnis flos-cuculi,Silene flos-cuculi,740984,116739593,197080233,https://inaturalist-open-data.s3.amazonaws.com/photos/197080233/original.jpeg,cc-by,[],2022-05-12,"Bas-Rhin, Alsace, France",2,34995,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Lychnis flos-cuculi,Silene flos-cuculi,740984,282986290,508454521,https://inaturalist-open-data.s3.amazonaws.com/photos/508454521/original.jpg,cc-by,[],2025-05-21,"Berwick, NS, CA",2,34995,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Lychnis flos-cuculi,Silene flos-cuculi,740984,226767302,402211547,https://inaturalist-open-data.s3.amazonaws.com/photos/402211547/original.jpeg,cc-by-nc,[],2024-07-02,Juneau,1,34995,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Cynoglossum virginianum,Andersonglossum virginianum,769248,113978931,192511437,https://inaturalist-open-data.s3.amazonaws.com/photos/192511437/original.jpg,cc-by-nc,[],2022-04-30,"Ball's Bluff Battlefield Regional Park, Leesburg, VA, US",3,10961,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Cynoglossum virginianum,Andersonglossum virginianum,769248,74100842,121070164,https://inaturalist-open-data.s3.amazonaws.com/photos/121070164/original.jpg,cc-by-nc,[],2021-04-15,"Jackson, TN, US",7,10961,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Cynoglossum virginianum,Andersonglossum virginianum,769248,41603491,65999050,https://static.inaturalist.org/photos/65999050/original.jpg,,[],2020-04-07,"The University of North Carolina at Chapel Hill, Carrboro, NC, US",1,10961,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Arenaria groenlandica,Mononeuria groenlandica,836799,28572055,44549161,https://inaturalist-open-data.s3.amazonaws.com/photos/44549161/original.jpg,cc-by-nc,[],2019-07-09,"Coos County, US-NH, Appalachian National Scenic Trail, US",1,1596,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Arenaria groenlandica,Mononeuria groenlandica,836799,51153659,81256971,https://inaturalist-open-data.s3.amazonaws.com/photos/81256971/original.jpg,cc0,[],2020-06-27,"New Hampshire, Appalachian National Scenic Trail, US",1,1596,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Arenaria groenlandica,Mononeuria groenlandica,836799,14605546,21773725,https://inaturalist-open-data.s3.amazonaws.com/photos/21773725/original.jpeg,cc-by,[],2018-07-21,"Vermont, US",1,1596,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire
Polygonum cuspidatum,Reynoutria japonica,914922,43577619,69137783,https://inaturalist-open-data.s3.amazonaws.com/photos/69137783/original.jpg,cc-by-nc,[],2020-04-26,"Astoria, 39012 Merano BZ, Italien",3,53991,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum cuspidatum,Reynoutria japonica,914922,239513707,426589430,https://inaturalist-open-data.s3.amazonaws.com/photos/426589430/original.jpeg,cc-by-nc,[],2024-09-02,"SR-105, South Bend, WA, US",2,53991,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Polygonum cuspidatum,Reynoutria japonica,914922,100337750,167449809,https://inaturalist-open-data.s3.amazonaws.com/photos/167449809/original.jpg,cc-by-nc,"[{'uuid': 'af2b06c8-0e44-4714-9383-06d34ae4bcfe', 'controlled_attribute_id': 12, 'controlled_value_id': 13, 'concatenated_attr_val': '12|13', 'user_id': 2064104, 'votes': [], 'user': {'id': 2064104, 'login': 'jbdexplores', 'spam': False, 'suspended': False, 'created_at': '2019-07-28T20:47:53+00:00', 'login_autocomplete': 'jbdexplores', 'login_exact': 'jbdexplores', 'name': None, 'name_autocomplete': None, 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/2064104/thumb.jpeg?1688877538', 'observations_count': 1371, 'identifications_count': 3790, 'journal_posts_count': 0, 'activity_count': 5161, 'species_count': 728, 'annotated_observations_count': 1570, 'universal_search_rank': 1371, 'roles': [], 'site_id': 1, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/2064104/medium.jpeg?1688877538'}, 'vote_score': 0}]",2013-08-25,"Fern Avenue, Evansburg SP, Collegeville, PA 19426, USA",2,53991,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire
Viola pallens,Viola minuscula,1392347,3311966,3827841,https://inaturalist-open-data.s3.amazonaws.com/photos/3827841/original.jpg,cc-by-nc,[],2016-05-20,"Prince Edward Island National Park of Canada, , PE, CA",1,1448,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed
Viola pallens,Viola minuscula,1392347,44395508,70388395,https://inaturalist-open-data.s3.amazonaws.com/photos/70388395/original.jpg,cc-by-nc,[],2020-04-30,"Carlisle, MA 01741, USA",2,1448,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed
Viola pallens,Viola minuscula,1392347,74917770,122504954,https://inaturalist-open-data.s3.amazonaws.com/photos/122504954/original.jpeg,cc-by-nc,[],2021-04-22,"Pennsylvania, US",4,1448,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed
