model,observation_id,photo_id,taxon_id,species_inat,newcomb_species_name,feature,true_value,p1_raw,p1_parsed,p2_raw,p2_parsed,feature_correct,committed
gpt-4o-mini,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-4o-mini,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-4o-mini,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_subgroup_1,Flowers not yellow or orange,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_subgroup_2,Stems not jointed,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_flower_type,5 Regular Parts,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_plant_type,Wildflowers - Opposite or Whorled Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,False,True
gpt-4o-mini,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_leaf_type,Leaves Entire,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_subgroup_1,Both sepals and petals (if present) separate or appearing so,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_subgroup_2,Juice not milky,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_flower_type,5 Regular Parts,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-4o-mini,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_plant_type,Wildflowers - Opposite or Whorled Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,False,True
gpt-4o-mini,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_leaf_type,Leaves Entire,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_subgroup_1,Both sepals and petals (if present) separate or appearing so,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_subgroup_2,Juice not milky,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_flower_type,5 Regular Parts,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_plant_type,Wildflowers - Opposite or Whorled Leaves,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
gpt-4o-mini,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_leaf_type,Leaves Entire,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_subgroup_1,Both sepals and petals (if present) separate or appearing so,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_subgroup_2,Juice not milky,YES,YES,- White or greenish-white flowers,White or greenish-white flowers,False,True
gpt-4o-mini,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-4o-mini,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Shrubs,Shrubs,False,True
gpt-4o-mini,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-4o-mini,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_subgroup_1,Flowers not yellow or orange,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_subgroup_2,Stems jointed (Buckwheat Family),INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_flower_type,5 Regular Parts,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Shrubs,Shrubs,False,True
gpt-4o-mini,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-4o-mini,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_subgroup_1,Flowers not yellow or orange,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_subgroup_2,Stems jointed (Buckwheat Family),INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_flower_type,5 Regular Parts,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Shrubs,Shrubs,False,True
gpt-4o-mini,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-4o-mini,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_subgroup_1,Flowers not yellow or orange,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_subgroup_2,Stems jointed (Buckwheat Family),INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-4o-mini,3311966,3827841,1392347,Viola minuscula,Viola pallens,key_flower_type,Irregular Flowers,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,3311966,3827841,1392347,Viola minuscula,Viola pallens,key_plant_type,Wildflowers - Basal Leaves Only,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
gpt-4o-mini,3311966,3827841,1392347,Viola minuscula,Viola pallens,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Entire,Leaves Entire,False,True
gpt-4o-mini,44395508,70388395,1392347,Viola minuscula,Viola pallens,key_flower_type,Irregular Flowers,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,44395508,70388395,1392347,Viola minuscula,Viola pallens,key_plant_type,Wildflowers - Basal Leaves Only,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
gpt-4o-mini,44395508,70388395,1392347,Viola minuscula,Viola pallens,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,74917770,122504954,1392347,Viola minuscula,Viola pallens,key_flower_type,Irregular Flowers,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-4o-mini,74917770,122504954,1392347,Viola minuscula,Viola pallens,key_plant_type,Wildflowers - Basal Leaves Only,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
gpt-4o-mini,74917770,122504954,1392347,Viola minuscula,Viola pallens,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Cannot determine from this image.,INCONCLUSIVE,True,False
gpt-5-mini,55976635,89166741,53107,Lactuca serriola,Lactuca scariola,key_flower_type,7 or More Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,True,True
gpt-5-mini,55976635,89166741,53107,Lactuca serriola,Lactuca scariola,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,55976635,89166741,53107,Lactuca serriola,Lactuca scariola,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Entire,Leaves Entire,False,True
gpt-5-mini,55976635,89166741,53107,Lactuca serriola,Lactuca scariola,key_subgroup_1,Yellow or orange flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,55976635,89166741,53107,Lactuca serriola,Lactuca scariola,key_subgroup_2,Dandelionlike flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,323723318,585802044,53107,Lactuca serriola,Lactuca scariola,key_flower_type,7 or More Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,323723318,585802044,53107,Lactuca serriola,Lactuca scariola,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Shrubs,Shrubs,False,True
gpt-5-mini,323723318,585802044,53107,Lactuca serriola,Lactuca scariola,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Entire,Leaves Entire,False,True
gpt-5-mini,323723318,585802044,53107,Lactuca serriola,Lactuca scariola,key_subgroup_1,Yellow or orange flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,323723318,585802044,53107,Lactuca serriola,Lactuca scariola,key_subgroup_2,Dandelionlike flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,131520989,223832752,53107,Lactuca serriola,Lactuca scariola,key_flower_type,7 or More Regular Parts,YES,YES,Parts Indistinguishable,Parts Indistinguishable,False,True
gpt-5-mini,131520989,223832752,53107,Lactuca serriola,Lactuca scariola,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,131520989,223832752,53107,Lactuca serriola,Lactuca scariola,key_leaf_type,Leaves Toothed or Lobed,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,131520989,223832752,53107,Lactuca serriola,Lactuca scariola,key_subgroup_1,Yellow or orange flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,131520989,223832752,53107,Lactuca serriola,Lactuca scariola,key_subgroup_2,Dandelionlike flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,48050842,76460834,53387,Cornus sericea,Cornus stolonifera,key_flower_type,4 Regular Parts,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,48050842,76460834,53387,Cornus sericea,Cornus stolonifera,key_plant_type,Shrubs,YES,YES,Shrubs,Shrubs,True,True
gpt-5-mini,48050842,76460834,53387,Cornus sericea,Cornus stolonifera,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,48050842,76460834,53387,Cornus sericea,Cornus stolonifera,key_subgroup_1,Shrubs over 2' high,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,17994537,27506638,53387,Cornus sericea,Cornus stolonifera,key_flower_type,4 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,17994537,27506638,53387,Cornus sericea,Cornus stolonifera,key_plant_type,Shrubs,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,17994537,27506638,53387,Cornus sericea,Cornus stolonifera,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,17994537,27506638,53387,Cornus sericea,Cornus stolonifera,key_subgroup_1,Shrubs over 2' high,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,61827252,98982370,53387,Cornus sericea,Cornus stolonifera,key_flower_type,4 Regular Parts,YES,YES,3. 5 Regular Parts,5 Regular Parts,False,True
gpt-5-mini,61827252,98982370,53387,Cornus sericea,Cornus stolonifera,key_plant_type,Shrubs,YES,YES,Shrubs,Shrubs,True,True
gpt-5-mini,61827252,98982370,53387,Cornus sericea,Cornus stolonifera,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,61827252,98982370,53387,Cornus sericea,Cornus stolonifera,key_subgroup_1,Shrubs over 2' high,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,126104192,213925309,55909,Hieracium umbellatum,Hieracium canadense,key_flower_type,7 or More Regular Parts,YES,YES,Parts Indistinguishable,Parts Indistinguishable,False,True
gpt-5-mini,126104192,213925309,55909,Hieracium umbellatum,Hieracium canadense,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,126104192,213925309,55909,Hieracium umbellatum,Hieracium canadense,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Entire,Leaves Entire,False,True
gpt-5-mini,126104192,213925309,55909,Hieracium umbellatum,Hieracium canadense,key_subgroup_1,Yellow or orange flowers,YES,YES,"Flowers numerous, in broad, branching clusters","Flowers numerous, in broad, branching clusters",False,True
gpt-5-mini,126104192,213925309,55909,Hieracium umbellatum,Hieracium canadense,key_subgroup_2,Dandelionlike flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,237603959,422891670,55909,Hieracium umbellatum,Hieracium canadense,key_flower_type,7 or More Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,True,True
gpt-5-mini,237603959,422891670,55909,Hieracium umbellatum,Hieracium canadense,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
gpt-5-mini,237603959,422891670,55909,Hieracium umbellatum,Hieracium canadense,key_leaf_type,Leaves Toothed or Lobed,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,237603959,422891670,55909,Hieracium umbellatum,Hieracium canadense,key_subgroup_1,Yellow or orange flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,237603959,422891670,55909,Hieracium umbellatum,Hieracium canadense,key_subgroup_2,Dandelionlike flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,178229477,310096295,55909,Hieracium umbellatum,Hieracium canadense,key_flower_type,7 or More Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,True,True
gpt-5-mini,178229477,310096295,55909,Hieracium umbellatum,Hieracium canadense,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
gpt-5-mini,178229477,310096295,55909,Hieracium umbellatum,Hieracium canadense,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,178229477,310096295,55909,Hieracium umbellatum,Hieracium canadense,key_subgroup_1,Yellow or orange flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,178229477,310096295,55909,Hieracium umbellatum,Hieracium canadense,key_subgroup_2,Dandelionlike flowers,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,44975301,71302942,64293,Triodanis perfoliata,Specularia perfoliata,key_flower_type,5 Regular Parts,YES,YES,3 Regular Parts,3 Regular Parts,False,True
gpt-5-mini,44975301,71302942,64293,Triodanis perfoliata,Specularia perfoliata,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
gpt-5-mini,44975301,71302942,64293,Triodanis perfoliata,Specularia perfoliata,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Entire,Leaves Entire,False,True
gpt-5-mini,44975301,71302942,64293,Triodanis perfoliata,Specularia perfoliata,key_subgroup_1,Flowers not yellow,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,44975301,71302942,64293,Triodanis perfoliata,Specularia perfoliata,key_subgroup_2,Largest leaves as wide as long,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,247578410,442206907,64293,Triodanis perfoliata,Specularia perfoliata,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,247578410,442206907,64293,Triodanis perfoliata,Specularia perfoliata,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
gpt-5-mini,247578410,442206907,64293,Triodanis perfoliata,Specularia perfoliata,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,247578410,442206907,64293,Triodanis perfoliata,Specularia perfoliata,key_subgroup_1,Flowers not yellow,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,247578410,442206907,64293,Triodanis perfoliata,Specularia perfoliata,key_subgroup_2,Largest leaves as wide as long,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,25264602,39114124,64293,Triodanis perfoliata,Specularia perfoliata,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,25264602,39114124,64293,Triodanis perfoliata,Specularia perfoliata,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,25264602,39114124,64293,Triodanis perfoliata,Specularia perfoliata,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,25264602,39114124,64293,Triodanis perfoliata,Specularia perfoliata,key_subgroup_1,Flowers not yellow,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,25264602,39114124,64293,Triodanis perfoliata,Specularia perfoliata,key_subgroup_2,Largest leaves as wide as long,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,234497042,416888165,68913,Prosartes lanuginosa,Disporum lanuginosum,key_flower_type,6 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,234497042,416888165,68913,Prosartes lanuginosa,Disporum lanuginosum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,234497042,416888165,68913,Prosartes lanuginosa,Disporum lanuginosum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,43494782,69004407,68913,Prosartes lanuginosa,Disporum lanuginosum,key_flower_type,6 Regular Parts,YES,YES,6 Regular Parts,6 Regular Parts,True,True
gpt-5-mini,43494782,69004407,68913,Prosartes lanuginosa,Disporum lanuginosum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
gpt-5-mini,43494782,69004407,68913,Prosartes lanuginosa,Disporum lanuginosum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,113047188,190999487,68913,Prosartes lanuginosa,Disporum lanuginosum,key_flower_type,6 Regular Parts,YES,YES,6 Regular Parts,6 Regular Parts,True,True
gpt-5-mini,113047188,190999487,68913,Prosartes lanuginosa,Disporum lanuginosum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
gpt-5-mini,113047188,190999487,68913,Prosartes lanuginosa,Disporum lanuginosum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,139760081,239106401,76214,Centaurea stoebe,Centaurea maculosa,key_flower_type,5 Regular Parts,YES,YES,Parts Indistinguishable,Parts Indistinguishable,False,True
gpt-5-mini,139760081,239106401,76214,Centaurea stoebe,Centaurea maculosa,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,139760081,239106401,76214,Centaurea stoebe,Centaurea maculosa,key_leaf_type,Leaves Divided,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,139760081,239106401,76214,Centaurea stoebe,Centaurea maculosa,key_subgroup_1,"Flowers 1/4"" or more wide or long",INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,139760081,239106401,76214,Centaurea stoebe,Centaurea maculosa,key_subgroup_2,Flowers not yellow,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,173143195,300654310,76214,Centaurea stoebe,Centaurea maculosa,key_flower_type,5 Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,False,True
gpt-5-mini,173143195,300654310,76214,Centaurea stoebe,Centaurea maculosa,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,173143195,300654310,76214,Centaurea stoebe,Centaurea maculosa,key_leaf_type,Leaves Divided,YES,YES,Leaves Divided,Leaves Divided,True,True
gpt-5-mini,173143195,300654310,76214,Centaurea stoebe,Centaurea maculosa,key_subgroup_1,"Flowers 1/4"" or more wide or long",INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,173143195,300654310,76214,Centaurea stoebe,Centaurea maculosa,key_subgroup_2,Flowers not yellow,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,92039912,152329096,76214,Centaurea stoebe,Centaurea maculosa,key_flower_type,5 Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,False,True
gpt-5-mini,92039912,152329096,76214,Centaurea stoebe,Centaurea maculosa,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,92039912,152329096,76214,Centaurea stoebe,Centaurea maculosa,key_leaf_type,Leaves Divided,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,92039912,152329096,76214,Centaurea stoebe,Centaurea maculosa,key_subgroup_1,"Flowers 1/4"" or more wide or long",INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,92039912,152329096,76214,Centaurea stoebe,Centaurea maculosa,key_subgroup_2,Flowers not yellow,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,4462156,5380876,78452,Persicaria hydropiper,Polygonum hydropiper,key_flower_type,4 Regular Parts,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,4462156,5380876,78452,Persicaria hydropiper,Polygonum hydropiper,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,4462156,5380876,78452,Persicaria hydropiper,Polygonum hydropiper,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,182002287,317243342,78452,Persicaria hydropiper,Polygonum hydropiper,key_flower_type,4 Regular Parts,YES,YES,3 Regular Parts,3 Regular Parts,False,True
gpt-5-mini,182002287,317243342,78452,Persicaria hydropiper,Polygonum hydropiper,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,182002287,317243342,78452,Persicaria hydropiper,Polygonum hydropiper,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,30287112,47309291,78452,Persicaria hydropiper,Polygonum hydropiper,key_flower_type,4 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,30287112,47309291,78452,Persicaria hydropiper,Polygonum hydropiper,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,30287112,47309291,78452,Persicaria hydropiper,Polygonum hydropiper,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,325428356,589206756,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_flower_type,5 Regular Parts,YES,YES,Parts Indistinguishable,Parts Indistinguishable,False,True
gpt-5-mini,325428356,589206756,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,325428356,589206756,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,325428356,589206756,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_subgroup_1,Flowers not yellow or orange,YES,YES,"Flowers in spikes, racemes or heads","Flowers in spikes, racemes or heads",False,True
gpt-5-mini,325428356,589206756,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_subgroup_2,Stems jointed (Buckwheat Family),INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,242872158,433013722,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_flower_type,5 Regular Parts,YES,YES,Parts Indistinguishable,Parts Indistinguishable,False,True
gpt-5-mini,242872158,433013722,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,242872158,433013722,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,242872158,433013722,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_subgroup_1,Flowers not yellow or orange,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,242872158,433013722,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_subgroup_2,Stems jointed (Buckwheat Family),INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,238474539,424700358,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,238474539,424700358,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,238474539,424700358,78455,Persicaria pensylvanica,Polygonum pensylvanicum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
